*******************************************************************
Job name: 
Argument: Server Batch Job
Start Time: 2016-05-30 16:53:15Z
Login to SAP Success, The following is the login information:
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003004   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003005   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003006   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003007   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003008   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003009   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003010   ], Exception
2016-05-30 16:53:15Z: Process Record: [99009I1H/SC003011   ], Exception
2016-05-30 16:53:15Z: Process Record: [99005I1H/DIA01Z00003], Exception
2016-05-30 16:53:15Z: Process Record: [19039CRH/SC001005   ], Exception
2016-05-30 16:53:15Z: Process Record: [19039CRH/SC001001   ], Exception
2016-05-30 16:53:15Z: Process Record: [19039CRH/SC001004   ], Exception
2016-05-30 16:53:15Z: Process Record: [936424 - PYC        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC007012   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/SC010002   ], Exception
2016-05-30 16:53:15Z: Process Record: [05003CBH/SC001018   ], Exception
2016-05-30 16:53:15Z: Process Record: [11032CBH/SC001011   ], Exception
2016-05-30 16:53:15Z: Process Record: [11032CBH/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [12075CBH/SC001002   ], Exception
2016-05-30 16:53:15Z: Process Record: [08024CBH/WO006003   ], Exception
2016-05-30 16:53:15Z: Process Record: [08024CBH/WO006003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC001013   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC006010   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC006010   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC063002   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC021004   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/WO027004   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/NS002010   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/NS004005   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/NS004005   ], Exception
2016-05-30 16:53:15Z: Process Record: [16009BAH/SC093007   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/NS006008   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/NS006008   ], Exception
2016-05-30 16:53:15Z: Process Record: [16009BAH/SC103006   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [12073CBH/SC004011   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC098005   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC098005   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC098005   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC098005   ], Exception
2016-05-30 16:53:15Z: Process Record: [08027CBH/006        ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035        ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/035A       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/036        ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/037        ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/040        ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/046R       ], Exception
2016-05-30 16:53:15Z: Process Record: [12067CBH/002        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/022        ], Exception
2016-05-30 16:53:15Z: Process Record: [12071CBH/003        ], Exception
2016-05-30 16:53:15Z: Process Record: [12074CBH/010        ], Exception
2016-05-30 16:53:15Z: Process Record: [12074CBH/010        ], Exception
2016-05-30 16:53:15Z: Process Record: [12074CBH/010        ], Exception
2016-05-30 16:53:15Z: Process Record: [12074CBH/010        ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/001        ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/006        ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/016        ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/016        ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/016        ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/016        ], Exception
2016-05-30 16:53:15Z: Process Record: [19032CBH/002043     ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC075003ADJ], Exception
2016-05-30 16:53:15Z: Process Record: [03036BAM/SC006001   ], Exception
2016-05-30 16:53:15Z: Process Record: [16017CBH/WO041004   ], Exception
2016-05-30 16:53:15Z: Process Record: [1210090959517043    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210090959517043    ], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210032559513442], Exception
2016-05-30 16:53:15Z: Process Record: [12048CBH/BET04Z00002], Exception
2016-05-30 16:53:15Z: Process Record: [12048CBH/BON08Z00003], Exception
2016-05-30 16:53:15Z: Process Record: [1212052459516464    ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212081759508399 ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC004001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC004002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC004004   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC008001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC008002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC008003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC008005   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC008006   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC012009REV], Exception
2016-05-30 16:53:15Z: Process Record: [16009BAH/002020     ], Exception
2016-05-30 16:53:15Z: Process Record: [19032CBH/CHI27Z00005], Exception
2016-05-30 16:53:15Z: Process Record: [11030BAH/001038     ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/WO001011   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/CHU60Z00006], Exception
2016-05-30 16:53:15Z: Process Record: [03036BAM/SC002018   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC041002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC009001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC009002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC009003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC009005   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC009006   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC003001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC007001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC007002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC007003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC007005   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC002005   ], Exception
2016-05-30 16:53:15Z: Process Record: [13014CBH/SC003002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC042001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032004   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032005   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032006   ], Exception
2016-05-30 16:53:15Z: Process Record: [03038CBM/SC032007   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC107001   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC108001   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC108002   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC083001REV], Exception
2016-05-30 16:53:15Z: Process Record: [009893              ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC008001   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC008002   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC008003   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC008004   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC008005   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC013001   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC013002   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC013003   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC013004   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC013005   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC017001   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC017002   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC017003   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC017004   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC017005   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/SC010001   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/SC010002   ], Exception
2016-05-30 16:53:15Z: Process Record: [13011BAH/012002     ], Exception
2016-05-30 16:53:15Z: Process Record: [01006CBH/ENE03Z00001], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210041259516286], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/WO009001   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/WO009002   ], Exception
2016-05-30 16:53:15Z: Process Record: [16017CBH/001001     ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC001002   ], Exception
2016-05-30 16:53:15Z: Process Record: [08026CBH/SC001007   ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/SC001006   ], Exception
2016-05-30 16:53:15Z: Process Record: [13014CBH/WO001004   ], Exception
2016-05-30 16:53:15Z: Process Record: [13014CBH/WO001014   ], Exception
2016-05-30 16:53:15Z: Process Record: [16017CBH/WO001006   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/WO002005   ], Exception
2016-05-30 16:53:15Z: Process Record: [20066CBH/WO002008   ], Exception
2016-05-30 16:53:15Z: Process Record: [#1212021559507386   ], Exception
2016-05-30 16:53:15Z: Process Record: [1211021759507960    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211030159514228    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211032859516397    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211051659516023    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211062459516551    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211070659518532    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211072059518086    ], Exception
2016-05-30 16:53:15Z: Process Record: [1212042059509005    ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212041259519398 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212061259519145 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212061259519145 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212081059507478 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212103159519411 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212111359517637 ], Exception
2016-05-30 16:53:15Z: Process Record: [03032BAM/SC002005   ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212110159516617 ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212112659508339 ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC063001   ], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC063002   ], Exception
2016-05-30 16:53:15Z: Process Record: [1210081359508475    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210081359508475    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210081359508475    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210091359505670    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210091359505670    ], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210032559513680], Exception
2016-05-30 16:53:15Z: Process Record: [16017CBH/WO009001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03036BAM/SC003001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03036BAM/SC003002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03036BAM/SC003003   ], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/KWA02Z00011], Exception
2016-05-30 16:53:15Z: Process Record: [20055BAH/KWO05Z00004], Exception
2016-05-30 16:53:15Z: Process Record: [19037CBM/SC021004   ], Exception
2016-05-30 16:53:15Z: Process Record: [1213061159507029    ], Exception
2016-05-30 16:53:15Z: Process Record: [1213061159507029    ], Exception
2016-05-30 16:53:15Z: Process Record: [1213110459510318    ], Exception
2016-05-30 16:53:15Z: Process Record: [TT#1212071359518285 ], Exception
2016-05-30 16:53:15Z: Process Record: [12070CBH/LUC04Z00001], Exception
2016-05-30 16:53:15Z: Process Record: [918349              ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/001006     ], Exception
2016-05-30 16:53:15Z: Process Record: [01006CBH/OIL01Z00018], Exception
2016-05-30 16:53:15Z: Process Record: [1210071959512664    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210082659506872    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210082659506872    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210092959500384    ], Exception
2016-05-30 16:53:15Z: Process Record: [1210092959500384    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211032959516539    ], Exception
2016-05-30 16:53:15Z: Process Record: [1211111159512951    ], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210040859516843], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210040859516843], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210040859516843], Exception
2016-05-30 16:53:15Z: Process Record: [T/T#1210040859516843], Exception
2016-05-30 16:53:15Z: Process Record: [03040BAM/SC001003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03040BAM/SC001004   ], Exception
2016-05-30 16:53:15Z: Process Record: [03040BAM/SC001005   ], Exception
2016-05-30 16:53:15Z: Process Record: [T/T ON 15/4/10      ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011001   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011002   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011003   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011004   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011005   ], Exception
2016-05-30 16:53:15Z: Process Record: [03034CBM/SC011006   ], Exception
